text,True_Label,Prediction_Model1,Prediction_Model2
"No.1 Online kingdom ng PINAS, may MILYONG kampyon kada araw! Dito yan sa PanaloKa, claim 316% bonus now! PanaloKa.tv",spam,spam,ham
slotsph.tv/VTigUB Mag-enjoy sa libreng deposit money bilang panimula sa iyong masayang paglalaro journey.,spam,ham,ham
"Finally Pinoy Slot Fiesta Arrived Philipines! Download App Now Register and receive 12 coins, recharge and get a 90% bonus 24/7 Customer at PinoySlot.tv",spam,ham,ham
"winph.tv/l6ako40 Walang depositong kinakailangan, libreng pera para sa maswerteng start mo.",spam,ham,ham
"phluck.tv/5oZT Walang hulog, walang alala. Dito, libreng pera para sa masayang paglalaro.",spam,ham,ham
Makakuha ng 200% bonus sa araw-araw na deposito g4b67jh.bid,spam,ham,ham
bonusph.tv/ftj Boost your game with our free deposit money. Perfect for your winning start.,spam,ham,ham
[Epicwin]: Sumali sa amin at tangkilikin ang limitadong 100% BONUS  Trusted website : EpicWinph7.icu  Magdeposito at makakuha ng 100% at ibang BONUS araw-araw,spam,ham,ham
luckph.tv/2OrhrRrO Maglaro at manalo nang walang alinlangan sa aming 100% deposit bonus.,spam,ham,ham
"17v7sf.bid Makipag-ugnayan sa CSR, ibahagi ang grupo, makatanggap ng 18p nang libre, at manalo ng grand prize na 200K",spam,ham,ham
Makakuha ng 200% bonus sa araw-araw na deposito g1b68jh.bid,spam,ham,ham
Makakuha ng 200% bonus sa araw-araw na deposito g4b67jh.bid,spam,ham,ham
[Epicwin]: Sumali sa amin at tangkilikin ang limitadong 100% BONUS  Trusted website : EpicWinph7.icu  Magdeposito at makakuha ng 100% at ibang BONUS araw-araw,spam,ham,ham
betmanila.tv/JyW Handa na ang libreng deposito para sa iyo. Sumali sa amin at mag-enjoy sa iyong bonus.,spam,ham,ham
"betph.tv/0OLy Libreng pera para sa bagong players. Mag-sign up, maglaro, at magwagi ngayon.",spam,ham,ham
"Maglaro na sa Slot, Fishing at Card game para makuha ang Free bonus up to 188888P:pub33.tv",spam,ham,ham
Nag paulan ng $catter 50k panalo sa 5₱ na win spins123.tv,spam,ham,ham
[Epicwin]: Sumali sa amin at tangkilikin ang limitadong 100% BONUS  Trusted website : EpicWinph7.icu  Magdeposito at makakuha ng 100% at ibang BONUS araw-araw,spam,ham,ham
"Dumoble ang deposit ! Dito lamang sa PanaloKa! 2,000 mo ay magiging 4,000! Claim your 300% FIRST BONUS! PanaloKa.tv",spam,ham,ham
"Dumoble ang deposit ! Dito lamang sa PanaloKa! 2,000 mo ay magiging 4,000! Claim your 300% FIRST BONUS! PanaloKa.tv",spam,ham,ham
[Epicwin]: Sumali sa amin at tangkilikin ang limitadong 100% BONUS  Trusted website : EpicWinph5.icu  Magdeposito at makakuha ng 100% at ibang BONUS araw-araw,spam,ham,ham
[Epicwin]: Sumali sa amin at tangkilikin ang limitadong 100% BONUS  Trusted website : EpicWinph5.icu  Magdeposito at makakuha ng 100% at ibang BONUS araw-araw,spam,ham,ham
"Magparehistro para makakuha ng 777, tumaya araw-araw at makatanggap ng cash red envelope: winpal.tv/PXMiuB4S",spam,ham,ham
"Magparehistro para makakuha ng 777, tumaya araw-araw at makatanggap ng cash red envelope: luckph.tv/Klr0h",spam,ham,ham
"Magparehistro para makakuha ng 777, tumaya araw-araw at makatanggap ng cash red envelope: joylucky.tv/CPFk",spam,ham,ham
"Magparehistro para makakuha ng 777, tumaya araw-araw at makatanggap ng cash red envelope: luckph.tv/JxF",spam,ham,ham
"Magparehistro para makakuha ng 777, tumaya araw-araw at makatanggap ng cash red envelope: slotswin.tv/xEi",spam,ham,ham
"Magparehistro para makakuha ng 777, tumaya araw-araw at makatanggap ng cash red envelope: slotjoy.tv/9pd7Wu",spam,ham,ham
[Epicwin]: Sumali sa amin at tangkilikin ang limitadong 100% BONUS  Trusted website : EpicWinph5.icu  Magdeposito at makakuha ng 100% at ibang BONUS araw-araw,spam,ham,ham
"Download APP to get FREE  rewards 50P,100% first deposit bonus,Uncapped 1.0% Bonus Per Deposit,join:pub11.tv",spam,ham,ham
"Gamitin ang iyong P100 para kumita ng 50k, mag-imbita ng mga kaibigan na maglaro nang , at makakuha ng hanggang walang limitasyon na reward spinsxyz.tv",spam,ham,ham
"Magparehistro para makakuha ng 7777, tumaya araw-araw: slotjoy.tv/bGRJ",spam,ham,ham
"Magparehistro para makakuha ng 7777, tumaya araw-araw: lucky2.auction/bGRJ",spam,ham,ham
"Magparehistro para makakuha ng 7777, tumaya araw-araw: acerush.tv/JtpPV",spam,ham,ham
"Dumoble ang deposit ! Dito lamang sa PanaloKa! 2,000 mo ay magiging 4,000! Claim your 300% FIRST BONUS! PanaloKa.tv",spam,ham,ham
"Magparehistro para makakuha ng 7777, tumaya araw-araw: luck1.auction/F20",spam,ham,ham
"Magparehistro para makakuha ng 7777, tumaya araw-araw: slots9.auction/F20",spam,ham,ham
"Magparehistro para makakuha ng 7777, tumaya araw-araw: slots2.auction/sOMhSeq",spam,ham,ham
[Epicwin]: Sumali sa amin at tangkilikin ang limitadong 100% BONUS  Trusted website : EpicWinph5.icu  Magdeposito at makakuha ng 100% at ibang BONUS araw-araw,spam,ham,ham
"Magparehistro para makakuha ng 7777, tumaya araw-araw: luck4.auction/WIX",spam,ham,ham
"Magparehistro para sa libreng ₱7777, tumaya: lucky6.auction/MonlD",spam,ham,ham
"Good day from GCash,  Please be advised that we are asking everyone to verify their account to avoid deactivation tomorrow.  Verify here: kol.vin/GcashReferral",spam,ham,ham
"Magparehistro para sa libreng ₱7777, tumaya: luck6.auction/Hz8PPCx",spam,ham,ham
[Epicwin]: Sumali sa amin at tangkilikin ang limitadong 100% BONUS  Trusted website : Epicwin.buzz  Magdeposito at makakuha ng 100% at ibang BONUS araw-araw,spam,ham,ham
<REAL NAME> Dive into our anniv! 500 gets you 300 instantly. Jump on! ph77.buzz/biy8,spam,ham,ham
"Magparehistro para sa libreng ₱7777, tumaya: slots2.auction/syS",spam,ham,ham
"Magparehistro para sa libreng ₱7777, tumaya: lucky7.auction/syS",spam,ham,ham
"Magparehistro para sa libreng ₱7777, tumaya: luck5.auction/bTrW",spam,ham,ham
"Magparehistro para sa libreng ₱7777, tumaya: lucky4.auction/LSZLH",spam,ham,ham
"Magparehistro para sa libreng ₱7777, tumaya: luck3.auction/kJFKHi",spam,ham,ham
"Magparehistro para sa libreng ₱7777, tumaya: slots1.auction/4LhsupZ",spam,ham,ham
"Download APP to get FREE  rewards 50P,100% first deposit bonus,Uncapped 1.0% Bonus Per Deposit,join:pub11.buzz",spam,ham,ham
"Magparehistro para sa libreng ₱7777, tumaya: slots7.auction/Hz8PPCx",spam,ham,ham
"Magparehistro para sa libreng ₱7777, tumaya: lucky8.auction/WIX",spam,ham,ham
"Magparehistro para sa libreng ₱7777, tumaya: luck93.tw/N1uyFO",spam,ham,ham
"Magparehistro para sa libreng ₱7777, tumaya: coin33.tw/syS",spam,ham,ham
"Magparehistro para sa libreng ₱7777, tumaya: coin33.tw/6Ut",spam,ham,ham
"Magparehistro para sa libreng ₱7777, tumaya: jack1.tw/NLq",spam,ham,ham
"Magparehistro para sa libreng ₱7777, tumaya: luck62.tw/NLq",spam,ham,ham
"We can't deliver your item to your door because of no address, please enter the address:                                                             rb.gy/46ql4j",spam,ham,ham
"Magparehistro para sa libreng ₱7777, tumaya: slot48.tw/2Hy",spam,ham,ham
"Good day from GCash,  Please be advised that we are asking everyone to verify their account to avoid deactivation tomorrow.  Verify here: kol.vin/GcashRequest",spam,ham,ham
"Magparehistro para sa libreng ₱7777, tumaya: pin79.tw/1t5U",spam,ham,ham
"Magdeposito ng 100P, makakuha ng 117P na libre, 1X turnover  17s7.ca",spam,ham,ham
"Limited! CI 100 get 400. Easter egg 55555 up unlimited. invite friends to earn sa1ary, CO everyday.  https://startwindjs.wixsite.com/betlead",spam,ham,ham
"Magparehistro para sa libreng ₱7777, tumaya: coin0.tw/1t5U",spam,ham,ham
"Magparehistro para sa libreng ?7777, tumaya:?dice16.tw/mQH",spam,ham,ham
"Magparehistro para sa libreng ?7777, tumaya:?casino7.tw/1t5U",spam,ham,ham
Mga boss. Meron tayong libreng 100 piso na ipamimigay! spin77.eu,spam,ham,ham
"Magparehistro para sa libreng ?7777, tumaya:?slots33.tw/1t5U",spam,ham,ham
"kuya, ate   Magdeposito at makakuha ng 100% bonus. Ang 100P ay nanalo ng 20K  1ast.cfd",spam,ham,ham
[Epicwin]: Sumali sa amin at tangkilikin ang limitadong 100% BONUS  Trusted website : Epicwinph.eu  Magdeposito at makakuha ng 100% at ibang BONUS araw-araw,spam,ham,ham
"Dumoble ang deposit ! Dito lamang sa PanaloKa! 2,000 mo ay magiging 4,000! Claim your 300% FIRST BONUS! PanaloKa.eu",spam,ham,ham
"6Big wins, small bets! 100 pesos becomes 50K in 177bet Dare to win at     12sg.cfd",spam,ham,ham
Mga boss. Meron tayong libreng 100 piso na ipamimigay! spin77.eu,spam,ham,ham
"You can get a commission of 77,777 per day. Come with me, I will give you 7-777 right now bonus10.tw/uOyWx",spam,ham,ham
"You can get a commission of 77,777 per day. Come with me, I will give you 7-777 right now bet808.tw/M1t",spam,ham,ham
"2.Mag-recharge get 100% bonus, gamitin ang 100 para manalo ng 10k! 1q2w3e1.ca",spam,ham,ham
"Limited bonus and Red envelope giveaway only at JILI747, Have 3 Chances to Win up to PHP 1,000 ! Today at 6 pm, 8 pm and 10 pm. Come get yours now! jili747.eu",spam,ham,ham
17a.co.za Makatanggap ng 18P nang libre at manalo ng 200K na cash/,spam,ham,ham
"Maglaro nang may extra confidence, libreng deposito handog namin para sayo. 46tnt.de/bKPIU",spam,ham,ham
b9k.co.za  Mag-recharge ng 100P. Magbahagi ng 500K pulang sobre araw-araw;,spam,ham,ham
Mga boss. Meron tayong libreng 100 piso na ipamimigay! spins99.eu,spam,ham,ham
"Dumoble ang deposit ! Dito lamang sa PanaloKa! 2,000 mo ay magiging 4,000! Claim your 300% FIRST BONUS! PanaloKa.eu",spam,ham,ham
[Epicwin]: Sumali sa amin at tangkilikin ang limitadong 100% BONUS  Trusted website : epicwins1.eu  Magdeposito at makakuha ng 100% at ibang BONUS araw-araw,spam,ham,ham
b9k.co.za  Makatanggap ng 18P nang libre at manalo ng 200K na cash0,spam,ham,ham
"<REAL NAME> [SVIP]Special na alok: 300 depo, 200 na bonus. Lahat sila, nakuha na. Ikaw, swerte mo, claim na! s-mt.ca/4f2h",spam,ham,ham
Triple gaming fun sa first deposit with 200% bonus.‎ id2a.nz/x9M,spam,ham,ham
"Dumoble ang deposit ! Dito lamang sa PanaloKa! 2,000 mo ay magiging 4,000! Claim your 300% FIRST BONUS! PanloKa.eu",spam,ham,ham
"2.I-double mo na ang saya at panalo mo.100% deposit bonus,naghihintay sayo. 1q2w3e5.ca",spam,ham,ham
"2.Mag-recharge get 100% bonus, gamitin ang 100 para manalo ng 10k! 1q2w3e5.ca",spam,ham,ham
Long time no see may good news ako sayo mamaya. 18po.cfd ,spam,ham,ham
"Dumoble ang deposit ! Dito lamang sa PanaloKa! 2,000 mo ay magiging 4,000! Claim your 300% FIRST BONUS! PanloKa.eu",spam,ham,ham
"Long time no see, this is a 999P gift, sana matanggap mo  1k9k.cfd",spam,ham,ham
[Epicwin]: Sumali sa amin at tangkilikin ang limitadong 100% BONUS  Trusted website : Epicwins2.eu  Magdeposito at makakuha ng 100% at ibang BONUS araw-araw,spam,ham,ham
Mga boss. Meron tayong libreng 100 piso na ipamimigay! spins88.eu,spam,ham,ham
"Join WinningPlus now for a 100% bonus + 7% daily bonus, up to 60,00 bonus! Don't miss out on your chance to win big!  Winplusph1.eu",spam,ham,ham
"Doblehin naten ang deposit mo ! Dito lamang sa PanaloKa! 2,000p mo ay magiging 4,000p ! Claim your 300% FIRST BONUS! sign up now PanaloKa3.eu",spam,ham,ham
"1.Magdeposito ng 100P, makakuha ng 100P na libre 1q2w3e7.ca",spam,ham,ham
" I-double mo na ang saya at panalo mo.100% deposit bonus,naghihintay sayo. 2i1v7y7.at ",spam,ham,ham
"Doblehin naten ang deposit mo ! Dito lamang sa PanaloKa! 2,000p mo ay magiging 4,000p !  Panalokawins.eu  Claim your 300% FIRST BONUS! sign up now",spam,ham,ham
"Magdeposito ng 100P, makakuha ng 100P na libre 1q2w3e8.ca",spam,ham,ham
" Long time no see, this is a 999P gift, sana matanggap mo  17a7be1t.at ",spam,ham,ham
"Tara na, libreng 100 pesos ang naghihintay sa'yo!  spinsnow.eu  Mag-Enjoy sa Spins, bawat laro ay may mga bonus! Mag-sign up na!",spam,ham,ham
"Banco De Oro  You're having issues with account security. Please review them now at centi.ai/BDO-Online  Sincerely, BANCO DE ORO",spam,ham,ham
"(Bill Reminder) You have 47,568 to collect. Expire in 48 hours. Please get it now: bk.qa9.ca/nvk",spam,ham,ham
"Mag-recharge get 100% bonus, gamitin ang 100 para manalo ng 10k! 1q2w3e8.ca",spam,ham,ham
Makuha ang iyong 7777p na bonus ngayon! I~down load lamang ang App at makuha ito nang libre. Bisitahin:  https://tq775.tw,spam,ham,ham
"<REAL NAME>Sumali na at tamasahin ang 2% na unlimited rebate, libreng P57 madaling kunin, at may deposit 100 get 100 na promo sa s-mt.ca/v7w4",spam,ham,ham
[Epicwin]: Experience the thrill of victory with EpicWin's Daily Cashback! Get up to 5000p Slot Welcome Bonus!  Trusted Website: EpicWph.eu  Play Now!,spam,ham,ham
Good news for you! This website has a BUG. Recharge 500P and get 500P free. You can withdraw money immediately v1i77ba1et.at,spam,ham,ham
May Bonanza package! Magdeposito at makakuha ng 3 araw na libreng kredito UP to 300 p at 100% welcome bonus. Website : epwinph.eu  Maglaro ngayon!,spam,ham,ham
Good news for you!This website has a BUG. Deposit 500P and get 500P as a gift. Withdraw funds immediately  pl5n7x7mal.at,spam,ham,ham
MMDA No-Touch Arrest Penalty Notice: Visit go-phgov.tw to pay traffic violation fines or your vehicle registration will become invalid,spam,ham,ham
MMDA No-Touch Arrest Penalty Notice: Pay traffic fines through phmy.tw upon notification or driver permit will be suspended for 30 days.,spam,ham,ham
"<REAL NAME> libreng raffle alert! Manalo ng hanggang 777 sa s-mt.ca/bjpb . 'Yan ang hinahanap mo, di ba? Sali na sa s-mt.ca/v6vd",spam,ham,ham
MMDA NO-CONTACT Apprehension: Visit gov-md.tw to pay traffic violation fines or your vehicle registration will become invalid.,spam,ham,ham
"This website has a BUG. Deposit 500 and get 500 bonus, and you can withdraw immediately. It will expire tomorrow, come and make money.  jk1by67a7q.at",spam,ham,ham
"Notice from BDO: In an ongoing effort to provide you with the best online banking services, we would like to request your account validation and continuously utilize digital banking and obtain an OTP. Proceed to mybdo.web-ph.uk. Failure to do so will result in an account suspension.",spam,ham,ham
Goodluck! ang swerte mong tao sa EPICWIN may pag asa kang manalo ng 50k sa 5 pesos na bet mo! plus VIP rewards pa! laro na website: Ep1cwin.eu  maglaro ngayun!,spam,ham,ham
Goodluck! ang swerte mong tao sa EPICWIN may pag asa kang manalo ng 50k sa 5 pesos na bet mo! plus VIP rewards pa! laro na website: Ep1cwin.eu  maglaro ngayun!,spam,ham,ham
"Big wins, small bets! 100 pesos becomes 50K in GPLAY Dare to win at h7s3k00.ca",spam,ham,ham
"good news for you. There is a BUG in this online betting website. Recharge 500P and get 1000P, which can be withdrawn immediately.  sp1a7v7otw.uk",spam,ham,ham
Goodluck! ang swerte mong tao sa EPICWIN may pag asa kang manalo ng 50k sa 5 pesos na bet mo! plus VIP rewards pa! laro na website: EpcWln.eu  maglaro ngayun!,spam,ham,ham
"Exclusive coupon Code: DIWATA88 Log in without deposit and receive up to bonus immediately Limited quantity, daily limit 100 people >>>diwata.tw",spam,ham,ham
"Kumusta,<REAL NAME> Sumali sa CO777 at may free 88 ka agad! Mag-click dito: titok.la/4f4z para magsimula!",spam,ham,ham
"Kumusta,<REAL NAME> Sumali sa CO777 at may free 88 ka agad! Mag-click dito: titok.la/4f4z para magsimula!",spam,ham,ham
"Psst,<REAL NAME>gusto mo ba ng libre? CO777,magbigay ng 88 pag mag-register ka. Dalawin ang: titok.la/biyp !",spam,ham,ham
"Wow,<REAL NAME> I-try ang CO777! May 188 na bonus pag nag-register ka. Suriin sa: titok.la/ry6a !",spam,ham,ham
"Oi,<REAL NAME>ready ka ba? CO777,mag-offer ng 88 sa mga bagong player. Mag-log in sa: titok.la/biyy !",spam,ham,ham
"Chill out with big wins! Get 7,777p Free Bonus at  panaloka.de  Coolly navigate the Mystery AMPAO to win 500,000p! Start your cool adventure!",spam,ham,ham
PH Postal:Your package has been returned to the local post office and cannot be re-delivered due to the need to verify the recipient identity. View postph.tw,spam,ham,ham
PH Postal:Your package has been returned to the local post office and cannot be re-delivered due to the need to verify the recipient identity. View mdph.tw,spam,ham,ham
Goodluck! ang swerte mong tao sa EPICWIN may pag asa kang manalo ng 50k sa 5 pesos na bet mo! plus VIP rewards pa! laro na website: epcw.eu  maglaro ngayun!,spam,ham,ham
FG777: Ang bagong 1999 na libreng b0nus ay random na ipapamahagi sa lalong madaling panahon.Mag-log in ngayon para makatanggap f77gg.ac/700,spam,ham,ham
"Payday Bonanza's arrived at WinPnow.eu! Get in for fun & huge wins! Claim 999p Bonus, smash the Golden Egg to win up to 51,000p & grab a Xiaomi 14",spam,ham,ham
"Don't miss Payday Bonanza at WinPnow.eu! Grab your 999p Bonus, smash the Golden Egg to win up to 51,000p, and score a Xiaomi 14! Play now for big wins",spam,ham,ham
"Mag-recharge get 100% bonus, gamitin ang 100 para manalo ng 10k! y6xte4ab.ca",spam,ham,ham
PH Postal: Your Domestic MAIL has arrived and has been returned to the post office due to the need to verify the identity of the recipient.View: phlmh.tw,spam,ham,ham
Magrehistro bilang isang miyembro at makakuha ng mga bonus! is sa1y7n7lbc.uk,spam,ham,ham
Na refund na sa iyong account ang P2210 at may pa bonus pang kalakip dahil sa abala na dinanas. Check mo na ang credit mo dali! Claim na:                          gins32.ltd          ,spam,ham,ham
"Exclusive benefits are waiting for you! Get a free umbrella, T-shirt, hat, and P200 bonus! Join our Telegram: @SpinsPHLive",spam,ham,ham
"Your DOMESTIC MAIL has been returned to your local post office, please click postphl.tw to complete the verification and request a re-delivery.          ",spam,ham,ham
"Your DOMESTIC MAIL has been returned to your local post office, please click postphl.tw to complete the verification and request a re-delivery.          ",spam,ham,ham
"Your DOMESTIC MAIL has been returned to your local post office, please click ph-post.la to complete the verification and request a re-delivery.",spam,ham,ham
Sali na sa ating photo contest promotion upang manalo ng kamangha-manghang premyo 666cc.la/Ej2D,spam,ham,ham
Magrehistro bilang isang miyembro at makakuha ng mga bonus! is suz17s7bct.uk,spam,ham,ham
"Uy, Congrats! May 18-888 raffle ticket ka! I-click mo dito: pluss.la/2nh2 para sa bonus mo!",spam,ham,ham
"Wow, Amazing! May 18-888 raffle ticket ka! Punta na dito: pluss.la/2nzq para kunin ang bonus mo!",spam,ham,ham
"Hey, Swerte ka! May 18-888 raffle ticket ka! Click dito: pluss.la/gzxy para makuha ang bonus mo!",spam,ham,ham
"Hi, Ang galing mo! May 18-888 raffle ticket ka! Click na dito: pluss.la/ertaj para makuha ang bonus mo!",spam,ham,ham
Ikaw ang maswerteng 5JL Makatanggap ng P555 na  bonus >>> ras525.pgwinwin.fi,spam,ham,ham
"Mag-log in para makatanggap ng hanggang 555, at magkaroon din ng pagkakataong manalo ng IPhone15Pro >>>  klv7o7bbea.uk",spam,ham,ham
"Ay,<REAL NAME>! Sobrang swerte mo! May 18-888 raffle ticket ka! I-click na 'to: beeph.eu/ucua para makuha ang bonus mo!",spam,ham,ham
"Hey,<REAL NAME>! Good news! Nakuha mo ang 18-888 raffle ticket! Pindutin dito: beeph.eu/vrtv para sa bonus mo!",spam,ham,ham
"Hello,<REAL NAME>! Alam mo ba? May 18-888 raffle ticket ka! I-click dito: beeph.eu/biwd para sa bonus mo!",spam,ham,ham
"Hi,<REAL NAME>! Ang galing mo! May 18-888 raffle ticket ka! Click na dito: beeph.eu/n9m7 para makuha ang bonus mo!",spam,ham,ham
"Wow,<REAL NAME>! Ang swerte mo naman! May 18-888 raffle ticket ka! Punta na dito: beeph.eu/ucuq para kunin ang bonus mo!",spam,ham,ham
"Your My-SSS member is not enrolled in a payment method, please complete the enrollment:  sss-my.in/?ifn=83h3kd to receive your monthly benefits and stipend          ",spam,ham,ham
Na refund na sa iyong account ang P2020 at may pa bonus pang kalakip dahil sa abala na dinanas. Check mo na ang credit mo dali! Claim na:                          win996.fo          ,spam,ham,ham
"Hi,Gusto mo ba ng 18-888 raffle ticket,libreng 77 sa APP,at dagdag 300 sa deposit na 500? I-click dito: mar-t.eu/uciz !",spam,ham,ham
"Hey,May 18-888 raffle ticket,libreng 77 sa APP,at dagdag 300 sa deposit na 500! Mag-register na: mar-t.eu/2nh8 !",spam,ham,ham
"Hi,May libreng 77 ka kapag nag-download ka ng APP! I-click na dito para simulan: mar-t.eu/gzxw !",spam,ham,ham
"Hey,Gusto mo ba ng 18-888 raffle ticket? Mag-register at makuha mo 'yan agad! Punta na sa: mar-t.eu/uci2 !",spam,ham,ham
"Uy,Alam mo ba,may 18-888 raffle ticket ka at libreng 77 sa pag-download ng APP! Check mo dito: mar-t.eu/vrtv !",spam,ham,ham
"Hi,Andito na ang reward mo! Sa tatlong simpleng hakbang,makakakuha ka ng 18+77+300. Tingnan dito: mar-t.eu/ertaz !",spam,ham,ham
"ang galing! Mag-register ka lang,may 18-888,download ng APP,dagdag 77. First deposit? Boom,dagdag 300! Kunin na: mar-t.eu/biw8 !",spam,ham,ham
"Hey,Alam mo ba? Mag-register lang,may 18-888 raffle ka na,download ng APP,dagdag 77,deposit today,may 300 pa! Bisitahin: mar-t.eu/gzfv !",spam,ham,ham
"Hi,Ready ka na ba? Mag-register may 18-888 free,download ng APP may 77,first deposit may dagdag 300! Tara na: mar-t.eu/ucup !",spam,ham,ham
"Hey,Good news,may 18+77+300 free para sa'yo! Punta na dito: mar-t.eu/n9mw !",spam,ham,ham
"App to get 18-88, 100 to get 77, and enjoy 10% discount for daily deposits                                                                                         fg777.ss777b.fo          ",spam,ham,ham
"rrrbet.ss777b.fo App to get 18-88, 100 to get 77, and enjoy 10% discount for daily deposits",spam,ham,ham
"Hey,<REAL NAME>! Good news! Nakuha mo ang 18-888 raffle ticket! Pindutin dito: goo-d.eu/ucuj para sa bonus mo!",spam,ham,ham
"Hi,<REAL NAME>! Gusto mo ba ng 18-888 raffle ticket? Mag-register na sa goo-d.eu/biwm at simulan ang saya!",spam,ham,ham
"Hello,<REAL NAME>! Ang swerte mo talaga! Nakuha mo ang 18-888 raffle ticket! Pindutin na: ga-me.eu/gzzr para kunin ang bonus mo!",spam,ham,ham
"Hi,<REAL NAME>! Gusto mo ba ng 18-888 raffle ticket? Mag-register na sa goo-d.eu/4f4a at simulan ang saya!",spam,ham,ham
Sa tuwing tumataya ako sa l8shj7177a.uk/?akk890cn nananalo ako ng pera. Nagdeposito ako ng 500P at nanalo ng 10K. Sana ay kumita ka ng balitang ito.,spam,ham,ham
"PH SOCIAL SECURITY SYSTEM You can receive P1,351.5 from My.SSS in 2024. Please check and verify your employers payment record: sssc.mx/?D9F4H8Dmu5",spam,ham,ham
"Mag-recharge para makakuha ng 100% reward. Kung mas marami kang recharge, mas marami kang makukuha. l8shj7177a.uk/?lis88a",spam,ham,ham
"Mag-recharge para makakuha ng 100% reward. Kung mas marami kang recharge, mas marami kang makukuha. l8shj7177a.uk/?lis88a",spam,ham,ham
Sa tuwing tumataya ako sa l25aa4shui.uk/?20ssak1a nananalo ako ng pera. Nagdeposito ako ng 500P at nanalo ng 10K. Sana ay kumita ka ng balitang ito.,spam,ham,ham
"Kumuha ng libreng P167, mag-lagay lamang ng P102 upang makuha: claimcenter.uk",spam,ham,ham
"Experience the thrill at GJP's T.G.I.F event! Earn 6,888p + 1,000p bonus & spin for a Samsung Galaxy S23+ 5G. Visit gjpotfun.de now!",spam,ham,ham
"Celebrate TGIF with GJP! Grab a 6,888p + 1,000p bonus and spin to win a Samsung Galaxy S23+ 5G! Visit  gjpotnows.de now!",spam,ham,ham
"Social Security Plan You are entitled to a lump sum benefit amount of P2,153 based on your total contribution in 2024, please apply at sssr.mx/7C",spam,ham,ham
Na refund na sa iyong account ang P2160. Mag register at maglagay ng P100 upang makuha: vvgo.uk,spam,ham,ham
"Huwag magpahuli! Sumali na sa Rounds Challenge sa spnsmore.eu at manalo ng 100K Pesos, may LIBRENG BONUS pa!",spam,ham,ham
Venture into the depths of an underground cave with Samsung Galaxy S23+ 5G! Enjoy a 130% bonus up to P1000. Explore GoJPwild.eu and unearth precious rewards!,spam,ham,ham
"Join GJPwheel.eu and spin to win a Samsung Galaxy S23+ 5G! Plus, get a 130% bonus up to P1000!",spam,ham,ham
"GG777 has free 1777 bonuses and super high discounts, come and join:a.f5sd1ab.ch",spam,ham,ham
Nanalo ako ng pera tuwing tumaya ako ng 500P at nanalo ng 10K. Maaaring ito ay isang BUG. Sumali ako sa lvv65a118l.uk/?6fg5dds,spam,ham,ham
Become a VIP affiliate with SpinsPh and earn lucrative commissi0ns! Join our team and start earning today! spnsph.nl,spam,ham,ham
Kaya mo bang manalo sa Spins Rounds Challenge? Ito ang iyong pagkakataon para makamit ang bagong Yamaha Mio Gravis! Tuklasin ang mga premyo sa spswins.eu !,spam,ham,ham
GCash:  Account verification needed due to suspicious transaction.  Kindly Visit: centre.is/Glife to continue using our services,spam,ham,ham
Nanalo ako ng pera tuwing tumaya ako ng 500P at nanalo ng 10K. Maaaring ito ay isang BUG. Sumali ako sa lvv65a118l.uk/?098ccv5ss,spam,ham,ham
GCash:  Account verification needed due to suspicious transaction.  Kindly Visit: centre.is/Glife to continue using our services,spam,ham,ham
Sa tuwing tumataya ako sa lvv65a118l.uk/?9as7fkg8fs nananalo ako ng pera. Nagdeposito ako ng 500P at nanalo ng 10K. Sana ay kumita ka ng balitang ito.,spam,ham,ham
"GJP Monday Adventure! Win a Xiaomi 14 in our Bet Tournament   Gojpsuper.de   New player special: 130% bonus + 1,000P! Join now and let the winning begin!",spam,ham,ham
"BDO Online | System Advisory   Due to SIM Registration Act 11934, We required all BDO clients to update their registered mobile number associated on your account. please visit here: online.mybdo-service.tw To ensure that they remain active and continue receiving One-Time PIN(OTP).",spam,ham,ham
WinningPlus is your key to a Honda Click 125i V3! Get up to 100% bonus and 588p + 388p bonus as a new member. Sign up at Wplusmegaph.de today!,spam,spam,ham
Ikaw ang maswerteng Makatanggap ng P555 na  bonus >>>  lvv65a118l.uk/?bmn7v6fyt,spam,ham,ham
Sumali sa Spins Round Challenge! May chance kang mag-uwi ng Brand New Yamaha Mio Gravis! Bisitahin ang spinsfun.eu para sa mga detalye ng bonus!,spam,ham,ham
"Sign up for a random free reward,up to P1688,minimum P22,no strings attached,Act Now!  auvip.eu  Get another P188 for downloading the app!",spam,ham,ham
Gcash.   Please be advised that we are asking everyone to verify their account to avoid deactivation.  Verify here: qrqr.ai/GcashHelpCenter,spam,ham,ham
" [BDO Unibank]  Hello,  We have detected an unauthorized login attempt originating from the Philippines on your account. Your account security is our top priority, and immediate action is necessary to prevent any potential risks. Thank you for your swift response to this security alert.  visit here: t.co/IcEHUSej6K",spam,spam,ham
May P2580 credit natanggap ang number na ito! Ito ay valid lamang within 8 hrs! Magregister at maglagay ng P50 upang maclaim sa aming 24/7 CS: cxbz.de,spam,ham,ham
"Experience Friday Fever at GJPrefferal.de! Score a 6,888p Bonus and enter to win the VIVO V30 PRO 5G. Celebrate your Friday with a win!",spam,spam,ham
May P2580 credit natanggap ang number na ito! Ito ay valid lamang within 8 hrs! Magregister at maglagay ng P50 upang maclaim sa aming 24/7 CS: iopq.de,spam,ham,ham
